date,o3_avg,o3_max,o3_min,pm10_avg,pm10_max,pm10_min,pm25_avg,pm25_max,pm25_min,uvi_avg,uvi_max,uvi_min,city,station_latitude,station_longitude,dominant_pollutant,current_overall_aqi,hour,day,month,day_of_week,is_weekend,aqi_lag_1,aqi_change_rate,aqi_rolling_mean_3,aqi_target,ingested_at
2026-04-20,29.0,29.0,29.0,93.6,93.6,93.6,57.9,57.9,57.9,,,,lahore,31.5204,74.3587,pm25,82,0,20,4,0,0,,,57.9,47.8,2026-07-19 17:41:27.344846+00:00
2026-04-20,39.0,39.0,39.0,81.7,81.7,81.7,47.8,47.8,47.8,,,,lahore,31.5204,74.3587,pm25,85,1,20,4,0,0,57.9,-17.443868739205527,52.849999999999994,39.6,2026-07-19 17:41:27.344846+00:00
2026-04-20,47.0,47.0,47.0,71.5,71.5,71.5,39.6,39.6,39.6,,,,lahore,31.5204,74.3587,pm25,87,2,20,4,0,0,47.8,-17.154811715481163,48.43333333333334,35.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,49.0,49.0,49.0,63.8,63.8,63.8,35.0,35.0,35.0,,,,lahore,31.5204,74.3587,pm25,88,3,20,4,0,0,39.6,-11.61616161616162,40.8,32.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,50.0,50.0,50.0,56.7,56.7,56.7,32.0,32.0,32.0,,,,lahore,31.5204,74.3587,pm25,89,4,20,4,0,0,35.0,-8.571428571428571,35.53333333333333,38.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,36.0,36.0,36.0,62.4,62.4,62.4,38.0,38.0,38.0,,,,lahore,31.5204,74.3587,pm25,90,5,20,4,0,0,32.0,18.75,35.0,33.1,2026-07-19 17:41:27.344846+00:00
2026-04-20,46.0,46.0,46.0,52.6,52.6,52.6,33.1,33.1,33.1,,,,lahore,31.5204,74.3587,pm25,91,6,20,4,0,0,38.0,-12.894736842105258,34.36666666666667,32.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,62.0,62.0,62.0,45.3,45.3,45.3,32.0,32.0,32.0,,,,lahore,31.5204,74.3587,pm25,92,7,20,4,0,0,33.1,-3.3232628398791584,34.36666666666667,30.3,2026-07-19 17:41:27.344846+00:00
2026-04-20,81.0,81.0,81.0,44.7,44.7,44.7,30.3,30.3,30.3,,,,lahore,31.5204,74.3587,pm25,93,8,20,4,0,0,32.0,-5.312499999999998,31.8,24.3,2026-07-19 17:41:27.344846+00:00
2026-04-20,107.0,107.0,107.0,43.7,43.7,43.7,24.3,24.3,24.3,,,,lahore,31.5204,74.3587,pm25,94,9,20,4,0,0,30.3,-19.801980198019802,28.866666666666664,18.7,2026-07-19 17:41:27.344846+00:00
2026-04-20,137.0,137.0,137.0,46.1,46.1,46.1,18.7,18.7,18.7,,,,lahore,31.5204,74.3587,pm25,94,10,20,4,0,0,24.3,-23.04526748971194,24.433333333333334,14.1,2026-07-19 17:41:27.344846+00:00
2026-04-20,158.0,158.0,158.0,41.4,41.4,41.4,14.1,14.1,14.1,,,,lahore,31.5204,74.3587,pm25,94,11,20,4,0,0,18.7,-24.59893048128342,19.033333333333335,12.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,164.0,164.0,164.0,35.5,35.5,35.5,12.0,12.0,12.0,,,,lahore,31.5204,74.3587,pm25,94,12,20,4,0,0,14.1,-14.893617021276592,14.933333333333332,11.7,2026-07-19 17:41:27.344846+00:00
2026-04-20,162.0,162.0,162.0,33.2,33.2,33.2,11.7,11.7,11.7,,,,lahore,31.5204,74.3587,pm25,93,13,20,4,0,0,12.0,-2.500000000000006,12.6,12.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,158.0,158.0,158.0,32.1,32.1,32.1,12.0,12.0,12.0,,,,lahore,31.5204,74.3587,pm25,93,14,20,4,0,0,11.7,2.56410256410257,11.899999999999999,12.0,2026-07-19 17:41:27.344846+00:00
2026-04-20,155.0,155.0,155.0,31.4,31.4,31.4,12.0,12.0,12.0,,,,lahore,31.5204,74.3587,pm25,93,15,20,4,0,0,12.0,0.0,11.899999999999999,12.1,2026-07-19 17:41:27.344846+00:00
2026-04-20,151.0,151.0,151.0,30.9,30.9,30.9,12.1,12.1,12.1,,,,lahore,31.5204,74.3587,pm25,105,16,20,4,0,0,12.0,0.8333333333333304,12.033333333333333,14.3,2026-07-19 17:41:27.344846+00:00
2026-04-20,155.0,155.0,155.0,34.8,34.8,34.8,14.3,14.3,14.3,,,,lahore,31.5204,74.3587,pm25,120,17,20,4,0,0,12.1,18.18181818181819,12.800000000000002,15.7,2026-07-19 17:41:27.344846+00:00
2026-04-20,135.0,135.0,135.0,32.6,32.6,32.6,15.7,15.7,15.7,,,,lahore,31.5204,74.3587,pm25,130,18,20,4,0,0,14.3,9.79020979020978,14.033333333333333,21.2,2026-07-19 17:41:27.344846+00:00
2026-04-20,106.0,106.0,106.0,34.2,34.2,34.2,21.2,21.2,21.2,,,,lahore,31.5204,74.3587,pm25,130,19,20,4,0,0,15.7,35.031847133757964,17.066666666666666,23.6,2026-07-19 17:41:27.344846+00:00
2026-04-20,85.0,85.0,85.0,35.9,35.9,35.9,23.6,23.6,23.6,,,,lahore,31.5204,74.3587,pm25,119,20,20,4,0,0,21.2,11.320754716981142,20.166666666666668,23.5,2026-07-19 17:41:27.344846+00:00
2026-04-20,77.0,77.0,77.0,35.6,35.6,35.6,23.5,23.5,23.5,,,,lahore,31.5204,74.3587,pm25,102,21,20,4,0,0,23.6,-0.423728813559328,22.766666666666666,23.4,2026-07-19 17:41:27.344846+00:00
2026-04-20,76.0,76.0,76.0,36.1,36.1,36.1,23.4,23.4,23.4,,,,lahore,31.5204,74.3587,pm25,87,22,20,4,0,0,23.5,-0.4255319148936231,23.5,23.4,2026-07-19 17:41:27.344846+00:00
2026-04-20,76.0,76.0,76.0,36.8,36.8,36.8,23.4,23.4,23.4,,,,lahore,31.5204,74.3587,pm25,84,23,20,4,0,0,23.4,0.0,23.433333333333334,22.5,2026-07-19 17:41:27.344846+00:00
2026-04-21,76.0,76.0,76.0,36.6,36.6,36.6,22.5,22.5,22.5,,,,lahore,31.5204,74.3587,pm25,81,0,21,4,1,0,23.4,-3.84615384615384,23.099999999999998,21.7,2026-07-19 17:41:27.344846+00:00
2026-04-21,77.0,77.0,77.0,36.3,36.3,36.3,21.7,21.7,21.7,,,,lahore,31.5204,74.3587,pm25,78,1,21,4,1,0,22.5,-3.555555555555559,22.53333333333333,21.5,2026-07-19 17:41:27.344846+00:00
2026-04-21,77.0,77.0,77.0,36.3,36.3,36.3,21.5,21.5,21.5,,,,lahore,31.5204,74.3587,pm25,76,2,21,4,1,0,21.7,-0.9216589861751119,21.900000000000002,21.6,2026-07-19 17:41:27.344846+00:00
2026-04-21,73.0,73.0,73.0,36.2,36.2,36.2,21.6,21.6,21.6,,,,lahore,31.5204,74.3587,pm25,75,3,21,4,1,0,21.5,0.46511627906977404,21.600000000000005,22.0,2026-07-19 17:41:27.344846+00:00
2026-04-21,67.0,67.0,67.0,35.2,35.2,35.2,22.0,22.0,22.0,,,,lahore,31.5204,74.3587,pm25,73,4,21,4,1,0,21.6,1.8518518518518452,21.7,30.5,2026-07-19 17:41:27.344846+00:00
2026-04-21,50.0,50.0,50.0,45.9,45.9,45.9,30.5,30.5,30.5,,,,lahore,31.5204,74.3587,pm25,73,5,21,4,1,0,22.0,38.63636363636363,24.7,30.2,2026-07-19 17:41:27.344846+00:00
2026-04-21,58.0,58.0,58.0,44.5,44.5,44.5,30.2,30.2,30.2,,,,lahore,31.5204,74.3587,pm25,72,6,21,4,1,0,30.5,-0.9836065573770515,27.566666666666666,30.9,2026-07-19 17:41:27.344846+00:00
2026-04-21,69.0,69.0,69.0,42.1,42.1,42.1,30.9,30.9,30.9,,,,lahore,31.5204,74.3587,pm25,72,7,21,4,1,0,30.2,2.3178807947019844,30.53333333333333,30.5,2026-07-19 17:41:27.344846+00:00
2026-04-21,85.0,85.0,85.0,42.7,42.7,42.7,30.5,30.5,30.5,,,,lahore,31.5204,74.3587,pm25,72,8,21,4,1,0,30.9,-1.294498381877018,30.53333333333333,24.4,2026-07-19 17:41:27.344846+00:00
2026-04-21,109.0,109.0,109.0,40.9,40.9,40.9,24.4,24.4,24.4,,,,lahore,31.5204,74.3587,pm25,72,9,21,4,1,0,30.5,-20.000000000000004,28.599999999999998,17.8,2026-07-19 17:41:27.344846+00:00
2026-04-21,138.0,138.0,138.0,39.1,39.1,39.1,17.8,17.8,17.8,,,,lahore,31.5204,74.3587,pm25,72,10,21,4,1,0,24.4,-27.049180327868843,24.233333333333334,13.6,2026-07-19 17:41:27.344846+00:00
2026-04-21,158.0,158.0,158.0,35.4,35.4,35.4,13.6,13.6,13.6,,,,lahore,31.5204,74.3587,pm25,72,11,21,4,1,0,17.8,-23.595505617977533,18.6,12.2,2026-07-19 17:41:27.344846+00:00
2026-04-21,164.0,164.0,164.0,32.0,32.0,32.0,12.2,12.2,12.2,,,,lahore,31.5204,74.3587,pm25,72,12,21,4,1,0,13.6,-10.294117647058826,14.533333333333333,11.6,2026-07-19 17:41:27.344846+00:00
2026-04-21,162.0,162.0,162.0,29.0,29.0,29.0,11.6,11.6,11.6,,,,lahore,31.5204,74.3587,pm25,72,13,21,4,1,0,12.2,-4.918032786885243,12.466666666666667,11.2,2026-07-19 17:41:27.344846+00:00
2026-04-21,159.0,159.0,159.0,26.8,26.8,26.8,11.2,11.2,11.2,,,,lahore,31.5204,74.3587,pm25,72,14,21,4,1,0,11.6,-3.448275862068969,11.666666666666666,10.8,2026-07-19 17:41:27.344846+00:00
2026-04-21,158.0,158.0,158.0,25.1,25.1,25.1,10.8,10.8,10.8,,,,lahore,31.5204,74.3587,pm25,89,15,21,4,1,0,11.2,-3.5714285714285587,11.200000000000001,10.3,2026-07-19 17:41:27.344846+00:00
2026-04-21,155.0,155.0,155.0,23.8,23.8,23.8,10.3,10.3,10.3,,,,lahore,31.5204,74.3587,pm25,108,16,21,4,1,0,10.8,-4.62962962962963,10.766666666666666,10.0,2026-07-19 17:41:27.344846+00:00
2026-04-21,153.0,153.0,153.0,20.9,20.9,20.9,10.0,10.0,10.0,,,,lahore,31.5204,74.3587,pm25,122,17,21,4,1,0,10.3,-2.9126213592233077,10.366666666666667,10.9,2026-07-19 17:41:27.344846+00:00
2026-04-21,132.0,132.0,132.0,19.8,19.8,19.8,10.9,10.9,10.9,,,,lahore,31.5204,74.3587,pm25,132,18,21,4,1,0,10.0,9.000000000000004,10.4,15.7,2026-07-19 17:41:27.344846+00:00
2026-04-21,102.0,102.0,102.0,22.4,22.4,22.4,15.7,15.7,15.7,,,,lahore,31.5204,74.3587,pm25,130,19,21,4,1,0,10.9,44.036697247706414,12.200000000000001,20.0,2026-07-19 17:41:27.344846+00:00
2026-04-21,78.0,78.0,78.0,26.7,26.7,26.7,20.0,20.0,20.0,,,,lahore,31.5204,74.3587,pm25,119,20,21,4,1,0,15.7,27.388535031847137,15.533333333333333,23.4,2026-07-19 17:41:27.344846+00:00
2026-04-21,64.0,64.0,64.0,30.9,30.9,30.9,23.4,23.4,23.4,,,,lahore,31.5204,74.3587,pm25,100,21,21,4,1,0,20.0,16.999999999999993,19.7,27.8,2026-07-19 17:41:27.344846+00:00
2026-04-21,55.0,55.0,55.0,36.8,36.8,36.8,27.8,27.8,27.8,,,,lahore,31.5204,74.3587,pm25,79,22,21,4,1,0,23.4,18.803418803418815,23.733333333333334,32.0,2026-07-19 17:41:27.344846+00:00
2026-04-21,48.0,48.0,48.0,42.3,42.3,42.3,32.0,32.0,32.0,,,,lahore,31.5204,74.3587,pm25,70,23,21,4,1,0,27.8,15.107913669064747,27.733333333333334,33.4,2026-07-19 17:41:27.344846+00:00
2026-04-22,43.0,43.0,43.0,44.7,44.7,44.7,33.4,33.4,33.4,,,,lahore,31.5204,74.3587,pm25,71,0,22,4,2,0,32.0,4.374999999999996,31.066666666666663,34.8,2026-07-19 17:41:27.344846+00:00
2026-04-22,40.0,40.0,40.0,46.3,46.3,46.3,34.8,34.8,34.8,,,,lahore,31.5204,74.3587,pm25,72,1,22,4,2,0,33.4,4.191616766467062,33.4,36.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,37.0,37.0,37.0,47.8,47.8,47.8,36.7,36.7,36.7,,,,lahore,31.5204,74.3587,pm25,73,2,22,4,2,0,34.8,5.459770114942546,34.96666666666667,38.9,2026-07-19 17:41:27.344846+00:00
2026-04-22,28.0,28.0,28.0,49.4,49.4,49.4,38.9,38.9,38.9,,,,lahore,31.5204,74.3587,pm25,74,3,22,4,2,0,36.7,5.994550408719334,36.8,41.8,2026-07-19 17:41:27.344846+00:00
2026-04-22,19.0,19.0,19.0,51.9,51.9,51.9,41.8,41.8,41.8,,,,lahore,31.5204,74.3587,pm25,75,4,22,4,2,0,38.9,7.455012853470433,39.13333333333333,37.0,2026-07-19 17:41:27.344846+00:00
2026-04-22,35.0,35.0,35.0,49.5,49.5,49.5,37.0,37.0,37.0,,,,lahore,31.5204,74.3587,pm25,77,5,22,4,2,0,41.8,-11.483253588516739,39.23333333333333,40.5,2026-07-19 17:41:27.344846+00:00
2026-04-22,50.0,50.0,50.0,52.9,52.9,52.9,40.5,40.5,40.5,,,,lahore,31.5204,74.3587,pm25,78,6,22,4,2,0,37.0,9.45945945945946,39.766666666666666,45.3,2026-07-19 17:41:27.344846+00:00
2026-04-22,72.0,72.0,72.0,53.9,53.9,53.9,45.3,45.3,45.3,,,,lahore,31.5204,74.3587,pm25,78,7,22,4,2,0,40.5,11.851851851851846,40.93333333333333,38.5,2026-07-19 17:41:27.344846+00:00
2026-04-22,97.0,97.0,97.0,48.1,48.1,48.1,38.5,38.5,38.5,,,,lahore,31.5204,74.3587,pm25,79,8,22,4,2,0,45.3,-15.011037527593812,41.43333333333333,26.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,129.0,129.0,129.0,38.2,38.2,38.2,26.7,26.7,26.7,,,,lahore,31.5204,74.3587,pm25,80,9,22,4,2,0,38.5,-30.649350649350648,36.833333333333336,19.6,2026-07-19 17:41:27.344846+00:00
2026-04-22,165.0,165.0,165.0,30.5,30.5,30.5,19.6,19.6,19.6,,,,lahore,31.5204,74.3587,pm25,80,10,22,4,2,0,26.7,-26.59176029962546,28.266666666666666,16.5,2026-07-19 17:41:27.344846+00:00
2026-04-22,190.0,190.0,190.0,28.1,28.1,28.1,16.5,16.5,16.5,,,,lahore,31.5204,74.3587,pm25,80,11,22,4,2,0,19.6,-15.816326530612251,20.933333333333334,16.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,195.0,195.0,195.0,29.9,29.9,29.9,16.7,16.7,16.7,,,,lahore,31.5204,74.3587,pm25,81,12,22,4,2,0,16.5,1.2121212121212077,17.599999999999998,17.9,2026-07-19 17:41:27.344846+00:00
2026-04-22,190.0,190.0,190.0,33.9,33.9,33.9,17.9,17.9,17.9,,,,lahore,31.5204,74.3587,pm25,81,13,22,4,2,0,16.7,7.185628742514965,17.033333333333335,19.3,2026-07-19 17:41:27.344846+00:00
2026-04-22,184.0,184.0,184.0,38.0,38.0,38.0,19.3,19.3,19.3,,,,lahore,31.5204,74.3587,pm25,98,14,22,4,2,0,17.9,7.821229050279342,17.966666666666665,20.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,184.0,184.0,184.0,40.9,40.9,40.9,20.7,20.7,20.7,,,,lahore,31.5204,74.3587,pm25,126,15,22,4,2,0,19.3,7.253886010362686,19.3,21.9,2026-07-19 17:41:27.344846+00:00
2026-04-22,184.0,184.0,184.0,43.1,43.1,43.1,21.9,21.9,21.9,,,,lahore,31.5204,74.3587,pm25,150,16,22,4,2,0,20.7,5.797101449275359,20.633333333333333,19.8,2026-07-19 17:41:27.344846+00:00
2026-04-22,171.0,171.0,171.0,39.1,39.1,39.1,19.8,19.8,19.8,,,,lahore,31.5204,74.3587,pm25,164,17,22,4,2,0,21.9,-9.589041095890401,20.799999999999997,21.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,146.0,146.0,146.0,38.8,38.8,38.8,21.7,21.7,21.7,,,,lahore,31.5204,74.3587,pm25,171,18,22,4,2,0,19.8,9.595959595959588,21.133333333333333,30.5,2026-07-19 17:41:27.344846+00:00
2026-04-22,111.0,111.0,111.0,45.3,45.3,45.3,30.5,30.5,30.5,,,,lahore,31.5204,74.3587,pm25,168,19,22,4,2,0,21.7,40.55299539170507,24.0,38.5,2026-07-19 17:41:27.344846+00:00
2026-04-22,82.0,82.0,82.0,54.6,54.6,54.6,38.5,38.5,38.5,,,,lahore,31.5204,74.3587,pm25,155,20,22,4,2,0,30.5,26.229508196721312,30.233333333333334,44.1,2026-07-19 17:41:27.344846+00:00
2026-04-22,65.0,65.0,65.0,61.9,61.9,61.9,44.1,44.1,44.1,,,,lahore,31.5204,74.3587,pm25,133,21,22,4,2,0,38.5,14.54545454545455,37.699999999999996,49.7,2026-07-19 17:41:27.344846+00:00
2026-04-22,53.0,53.0,53.0,68.7,68.7,68.7,49.7,49.7,49.7,,,,lahore,31.5204,74.3587,pm25,106,22,22,4,2,0,44.1,12.698412698412701,44.1,56.0,2026-07-19 17:41:27.344846+00:00
2026-04-22,44.0,44.0,44.0,76.1,76.1,76.1,56.0,56.0,56.0,,,,lahore,31.5204,74.3587,pm25,91,23,22,4,2,0,49.7,12.676056338028163,49.93333333333334,60.8,2026-07-19 17:41:27.344846+00:00
2026-04-23,37.0,37.0,37.0,82.0,82.0,82.0,60.8,60.8,60.8,,,,lahore,31.5204,74.3587,pm25,93,0,23,4,3,0,56.0,8.571428571428566,55.5,65.0,2026-07-19 17:41:27.344846+00:00
2026-04-23,33.0,33.0,33.0,86.4,86.4,86.4,65.0,65.0,65.0,,,,lahore,31.5204,74.3587,pm25,95,1,23,4,3,0,60.8,6.90789473684211,60.599999999999994,65.0,2026-07-19 17:41:27.344846+00:00
2026-04-23,29.0,29.0,29.0,85.0,85.0,85.0,65.0,65.0,65.0,,,,lahore,31.5204,74.3587,pm25,98,2,23,4,3,0,65.0,0.0,63.599999999999994,62.2,2026-07-19 17:41:27.344846+00:00
2026-04-23,24.0,24.0,24.0,79.6,79.6,79.6,62.2,62.2,62.2,,,,lahore,31.5204,74.3587,pm25,100,3,23,4,3,0,65.0,-4.307692307692303,64.06666666666666,58.2,2026-07-19 17:41:27.344846+00:00
2026-04-23,19.0,19.0,19.0,73.1,73.1,73.1,58.2,58.2,58.2,,,,lahore,31.5204,74.3587,pm25,102,4,23,4,3,0,62.2,-6.430868167202572,61.800000000000004,58.9,2026-07-19 17:41:27.344846+00:00
2026-04-23,35.0,35.0,35.0,74.7,74.7,74.7,58.9,58.9,58.9,,,,lahore,31.5204,74.3587,pm25,104,5,23,4,3,0,58.2,1.2027491408934634,59.76666666666667,63.8,2026-07-19 17:41:27.344846+00:00
2026-04-23,51.0,51.0,51.0,79.4,79.4,79.4,63.8,63.8,63.8,,,,lahore,31.5204,74.3587,pm25,106,6,23,4,3,0,58.9,8.319185059422749,60.300000000000004,62.2,2026-07-19 17:41:27.344846+00:00
2026-04-23,74.0,74.0,74.0,71.9,71.9,71.9,62.2,62.2,62.2,,,,lahore,31.5204,74.3587,pm25,109,7,23,4,3,0,63.8,-2.5078369905956026,61.63333333333333,49.5,2026-07-19 17:41:27.344846+00:00
2026-04-23,99.0,99.0,99.0,59.5,59.5,59.5,49.5,49.5,49.5,,,,lahore,31.5204,74.3587,pm25,111,8,23,4,3,0,62.2,-20.41800643086817,58.5,39.7,2026-07-19 17:41:27.344846+00:00
2026-04-23,129.0,129.0,129.0,54.4,54.4,54.4,39.7,39.7,39.7,,,,lahore,31.5204,74.3587,pm25,112,9,23,4,3,0,49.5,-19.797979797979792,50.46666666666667,29.6,2026-07-19 17:41:27.344846+00:00
2026-04-23,162.0,162.0,162.0,47.4,47.4,47.4,29.6,29.6,29.6,,,,lahore,31.5204,74.3587,pm25,113,10,23,4,3,0,39.7,-25.440806045340054,39.6,23.2,2026-07-19 17:41:27.344846+00:00
2026-04-23,183.0,183.0,183.0,41.6,41.6,41.6,23.2,23.2,23.2,,,,lahore,31.5204,74.3587,pm25,114,11,23,4,3,0,29.6,-21.621621621621628,30.83333333333334,21.8,2026-07-19 17:41:27.344846+00:00
2026-04-23,186.0,186.0,186.0,41.9,41.9,41.9,21.8,21.8,21.8,,,,lahore,31.5204,74.3587,pm25,115,12,23,4,3,0,23.2,-6.034482758620683,24.866666666666664,21.0,2026-07-19 17:41:27.344846+00:00
2026-04-23,178.0,178.0,178.0,42.4,42.4,42.4,21.0,21.0,21.0,,,,lahore,31.5204,74.3587,pm25,115,13,23,4,3,0,21.8,-3.6697247706422047,22.0,20.5,2026-07-19 17:41:27.344846+00:00
2026-04-23,168.0,168.0,168.0,43.4,43.4,43.4,20.5,20.5,20.5,,,,lahore,31.5204,74.3587,pm25,116,14,23,4,3,0,21.0,-2.380952380952381,21.099999999999998,20.3,2026-07-19 17:41:27.344846+00:00
2026-04-23,161.0,161.0,161.0,44.6,44.6,44.6,20.3,20.3,20.3,,,,lahore,31.5204,74.3587,pm25,117,15,23,4,3,0,20.5,-0.9756097560975575,20.599999999999998,20.0,2026-07-19 17:41:27.344846+00:00
2026-04-23,152.0,152.0,152.0,45.9,45.9,45.9,20.0,20.0,20.0,,,,lahore,31.5204,74.3587,pm25,136,16,23,4,3,0,20.3,-1.4778325123152742,20.266666666666666,17.1,2026-07-19 17:41:27.344846+00:00
2026-04-23,146.0,146.0,146.0,36.7,36.7,36.7,17.1,17.1,17.1,,,,lahore,31.5204,74.3587,pm25,147,17,23,4,3,0,20.0,-14.499999999999993,19.133333333333336,18.9,2026-07-19 17:41:27.344846+00:00
2026-04-23,128.0,128.0,128.0,34.6,34.6,34.6,18.9,18.9,18.9,,,,lahore,31.5204,74.3587,pm25,151,18,23,4,3,0,17.1,10.526315789473667,18.666666666666668,23.5,2026-07-19 17:41:27.344846+00:00
2026-04-23,104.0,104.0,104.0,35.6,35.6,35.6,23.5,23.5,23.5,,,,lahore,31.5204,74.3587,pm25,143,19,23,4,3,0,18.9,24.33862433862435,19.833333333333332,26.1,2026-07-19 17:41:27.344846+00:00
2026-04-23,84.0,84.0,84.0,38.1,38.1,38.1,26.1,26.1,26.1,,,,lahore,31.5204,74.3587,pm25,127,20,23,4,3,0,23.5,11.063829787234049,22.833333333333332,29.6,2026-07-19 17:41:27.344846+00:00
2026-04-23,73.0,73.0,73.0,41.9,41.9,41.9,29.6,29.6,29.6,,,,lahore,31.5204,74.3587,pm25,113,21,23,4,3,0,26.1,13.409961685823754,26.400000000000002,33.9,2026-07-19 17:41:27.344846+00:00
2026-04-23,67.0,67.0,67.0,46.7,46.7,46.7,33.9,33.9,33.9,,,,lahore,31.5204,74.3587,pm25,112,22,23,4,3,0,29.6,14.527027027027017,29.86666666666667,34.7,2026-07-19 17:41:27.344846+00:00
2026-04-23,65.0,65.0,65.0,47.3,47.3,47.3,34.7,34.7,34.7,,,,lahore,31.5204,74.3587,pm25,110,23,23,4,3,0,33.9,2.359882005899718,32.733333333333334,33.3,2026-07-19 17:41:27.344846+00:00
2026-04-24,68.0,68.0,68.0,45.8,45.8,45.8,33.3,33.3,33.3,,,,lahore,31.5204,74.3587,pm25,108,0,24,4,4,0,34.7,-4.034582132564857,33.96666666666667,32.1,2026-07-19 17:41:27.344846+00:00
2026-04-24,75.0,75.0,75.0,45.3,45.3,45.3,32.1,32.1,32.1,,,,lahore,31.5204,74.3587,pm25,105,1,24,4,4,0,33.3,-3.603603603603591,33.36666666666667,31.7,2026-07-19 17:41:27.344846+00:00
2026-04-24,78.0,78.0,78.0,46.1,46.1,46.1,31.7,31.7,31.7,,,,lahore,31.5204,74.3587,pm25,101,2,24,4,4,0,32.1,-1.2461059190031218,32.36666666666667,31.7,2026-07-19 17:41:27.344846+00:00
2026-04-24,72.0,72.0,72.0,47.6,47.6,47.6,31.7,31.7,31.7,,,,lahore,31.5204,74.3587,pm25,98,3,24,4,4,0,31.7,0.0,31.833333333333332,32.2,2026-07-19 17:41:27.344846+00:00
2026-04-24,63.0,63.0,63.0,49.7,49.7,49.7,32.2,32.2,32.2,,,,lahore,31.5204,74.3587,pm25,96,4,24,4,4,0,31.7,1.577287066246068,31.866666666666664,67.3,2026-07-19 17:41:27.344846+00:00
2026-04-24,16.0,16.0,16.0,85.2,85.2,85.2,67.3,67.3,67.3,,,,lahore,31.5204,74.3587,pm25,94,5,24,4,4,0,32.2,109.0062111801242,43.73333333333333,73.1,2026-07-19 17:41:27.344846+00:00
2026-04-24,39.0,39.0,39.0,90.3,90.3,90.3,73.1,73.1,73.1,,,,lahore,31.5204,74.3587,pm25,95,6,24,4,4,0,67.3,8.618127786032685,57.53333333333334,73.1,2026-07-19 17:41:27.344846+00:00
2026-04-24,73.0,73.0,73.0,82.9,82.9,82.9,73.1,73.1,73.1,,,,lahore,31.5204,74.3587,pm25,95,7,24,4,4,0,73.1,0.0,71.16666666666667,50.9,2026-07-19 17:41:27.344846+00:00
2026-04-24,105.0,105.0,105.0,64.5,64.5,64.5,50.9,50.9,50.9,,,,lahore,31.5204,74.3587,pm25,96,8,24,4,4,0,73.1,-30.369357045143637,65.7,41.4,2026-07-19 17:41:27.344846+00:00
2026-04-24,137.0,137.0,137.0,59.6,59.6,59.6,41.4,41.4,41.4,,,,lahore,31.5204,74.3587,pm25,96,9,24,4,4,0,50.9,-18.664047151277014,55.13333333333333,34.8,2026-07-19 17:41:27.344846+00:00
2026-04-24,168.0,168.0,168.0,63.3,63.3,63.3,34.8,34.8,34.8,,,,lahore,31.5204,74.3587,pm25,96,10,24,4,4,0,41.4,-15.94202898550725,42.36666666666667,24.6,2026-07-19 17:41:27.344846+00:00
2026-04-24,184.0,184.0,184.0,60.5,60.5,60.5,24.6,24.6,24.6,,,,lahore,31.5204,74.3587,pm25,97,11,24,4,4,0,34.8,-29.3103448275862,33.6,20.3,2026-07-19 17:41:27.344846+00:00
2026-04-24,175.0,175.0,175.0,58.2,58.2,58.2,20.3,20.3,20.3,,,,lahore,31.5204,74.3587,pm25,97,12,24,4,4,0,24.6,-17.479674796747968,26.566666666666674,19.4,2026-07-19 17:41:27.344846+00:00
2026-04-24,151.0,151.0,151.0,64.7,64.7,64.7,19.4,19.4,19.4,,,,lahore,31.5204,74.3587,pm25,97,13,24,4,4,0,20.3,-4.433497536945823,21.433333333333337,21.9,2026-07-19 17:41:27.344846+00:00
2026-04-24,132.0,132.0,132.0,84.1,84.1,84.1,21.9,21.9,21.9,,,,lahore,31.5204,74.3587,pm25,97,14,24,4,4,0,19.4,12.886597938144332,20.533333333333335,22.6,2026-07-19 17:41:27.344846+00:00
2026-04-24,125.0,125.0,125.0,100.1,100.1,100.1,22.6,22.6,22.6,,,,lahore,31.5204,74.3587,pm25,106,15,24,4,4,0,21.9,3.1963470319634832,21.300000000000008,24.2,2026-07-19 17:41:27.344846+00:00
2026-04-24,122.0,122.0,122.0,109.7,109.7,109.7,24.2,24.2,24.2,,,,lahore,31.5204,74.3587,pm25,117,16,24,4,4,0,22.6,7.079646017699106,22.900000000000006,27.7,2026-07-19 17:41:27.344846+00:00
2026-04-24,116.0,116.0,116.0,120.6,120.6,120.6,27.7,27.7,27.7,,,,lahore,31.5204,74.3587,pm25,120,17,24,4,4,0,24.2,14.462809917355374,24.83333333333334,28.6,2026-07-19 17:41:27.344846+00:00
2026-04-24,111.0,111.0,111.0,82.4,82.4,82.4,28.6,28.6,28.6,,,,lahore,31.5204,74.3587,pm25,116,18,24,4,4,0,27.7,3.2490974729241957,26.83333333333334,27.1,2026-07-19 17:41:27.344846+00:00
